"obsid","xid","dist_pc","filter","wave","model_jy","star_jy","chi_star","ra_obs","de_obs"
1342196038,"V* AU Mic",9.724835771835904,"PACS70","70",0.238761,0.0180944,26.2077,311.2906615805368,-31.3419425346869
1342211953,"* alf PsA",7.7035667514059005,"PACS70","70",10.7099,0.321738,17.1842,344.41384896195717,-29.62274018832774
1342216123,"* eps Eri",3.216054544285071,"PACS70","70",1.82039,0.192206,15.3604,53.229597945210735,-9.458197753750715
1342186612,"* bet Pic",19.44012441679627,"PACS70","70",15.4138,0.0299687,17.6518,86.82121909296123,-51.06628252028198
1342188372,"EXO 0235.2-5216",38.84656771150985,"PACS70","70",0.001208,0.001208,0.522773,39.21588783957663,-52.05100123055554
1342190345,"HD 285778",120.07829104576184,"PACS70","70",0.000498873,0.000376044,1.93088,66.79404452213085,17.845144448102737
1342190346,"HBC 392",140.21705600269217,"PACS70","70",0.000158921,0.000158921,1.45538,67.8632645150932,17.10681069124866
1342191014,"2MASS J03542950+3203013",291.0022116168083,"PACS70","70",0.000163827,0.000163827,2.46975,58.62295270611603,32.05036899319436
1342191015,"2MASS J03543556+2537111",277.9939953297009,"PACS70","70",0.0000337351,0.0000337351,-0.930368,58.64816633724795,25.619749103750078
1342191016,"2MASS J04035084+2610531",129.01727541317783,"PACS70","70",0.000195649,0.000195649,-1.05204,60.961889765641104,26.181308703935056
1342191017,"V* V679 Tau",450.28818443804033,"PACS70","70",0.00023358,0.00023358,1.78783,58.00935407419711,24.663130145181565
1342191018,"2MASS J04053087+2151106",125.9636217060513,"PACS70","70",0.000130073,0.000130073,2.4671,61.378696555442076,21.852910300370436
1342193139,"2MASS J05061674+2446102",191.6590003066544,"PACS70","70",0.000189299,0.000189299,1.46069,76.56980915284403,24.769438726109115
1342196104,"V* AT Mic",10.695187165775401,"PACS70","70",0.0175676,0.0175676,-1.52872,310.46409073604343,-32.43628796038803
1342217466,"Haro 6-37",,"PACS100","100",0.300602,0.00188023,39.4127,71.74568757062048,17.043763232504766
1342217490,"V* DP Tau",,"PACS100","100",0.346158,0.00250942,35.712,70.65709323285465,25.2602310724994
1342217512,"V* V397 Aur",148.59945018203433,"PACS70","70",0.00427433,0.000274942,3.54019,74.00846268594262,30.35094179000162
1342217518,"V* DS Tau",159.0710252127575,"PACS100","100",0.0153015,0.000686034,36.3999,71.95249928250264,29.419698906251146
1342217520,"2MASS J04411681+2840000",170.54660185895796,"PACS100","100",0.0288511,0.000389634,38.5577,70.32005899059725,28.666618040623042
1342223864,"BD+30 397B",40.90146836271422,"PACS100","100",0.000452374,0.000452374,1.59565,36.8672072392953,30.97764134877472
1342228443,"V* AB Aur",162.86644951140067,"PACS70","70",3.67376,0.00459951,38.6278,73.94103986969307,30.551113881112702
1342225104,"2MASS J15192689-0743200",6.299244342648656,"PACS70","70",0.0152411,0.0076028,7.50222,229.85776639535686,-7.722602453703703
1342233625,"HD 142",25.713551041398816,"PACS70","70",0.013436,0.013436,-5.72532,1.5828250477552988,-49.07531999332876
1342248726,"HD 121191",132.10737687592476,"PACS70","70",0.239503,0.000673119,35.8865,208.82851460501985,-53.528600687363294
1342224186,"HD 100764",301.22296523886985,"PACS100","100",1.04349,0.0070782,39.6046,173.92812819390895,-14.593570251640916
1342211789,"HD 200391",50.78230135233268,"PACS70","70",0.00434469,0.00434469,-0.0222648,315.6082466011685,27.807364693332612
1342225244,"V* AR Lac",42.67449601420207,"PACS70","70",0.0209078,0.0164838,1.80951,332.16983469306894,45.74240328275885
1342225383,"V* CF Tuc",87.95538902668567,"PACS70","70",0.00768162,0.00592632,1.53795,13.285323016376081,-74.65148850208324
1342225413,"HD 131976",5.925223677193814,"PACS70","70",0.0352712,0.0352712,-1.26946,224.36387943321898,-21.41694797323823
1342225491,"V* BK Psc",33.911639831255684,"PACS70","70",0.00140222,0.00140222,0.687773,9.927421797024145,10.653159636804796
1342231387,"* 19 LMi",28.8094771656084,"PACS70","70",0.0210921,0.0210921,-0.220394,149.42055238349695,41.055546790741346
1342231408,"HD 171802",38.81204104761461,"PACS70","70",0.0136172,0.0136172,-0.476753,279.1159667402024,9.122067588687253
1342231584,"V* DY Leo",44.038119396149305,"PACS70","70",0.00375567,0.00375567,0.0278199,147.45108061129372,11.106213128899523
1342231931,"HD 180445",43.24997621251308,"PACS70","70",0.0025459,0.0025459,2.16271,289.55309695868414,-38.38486934190644
1342232520,"* 42 Cap",35.23272979667192,"PACS70","70",0.0320997,0.0320997,3.86778,325.3864979107896,-14.048639645725961
1342233075,"V* BH CVn",46.14823736807373,"PACS70","70",0.0474458,0.0361926,5.04506,203.6995589589514,37.1823828747902
1342235408,"HD 203454",26.93268982159786,"PACS70","70",0.00935519,0.00935519,0.744289,320.25586039927873,40.34426071664632
1342236602,"HD 3405",44.40497335701599,"PACS70","70",0.00619778,0.00619778,0.341545,9.160212196891628,-49.13277296657551
1342237460,"* 29 Ari",28.68880677514861,"PACS70","70",0.0117722,0.0117722,0.622737,38.22552030523904,15.034699145513562
1342237848,"V* FF And",21.72321581797683,"PACS70","70",0.00375284,0.00375284,0.933535,10.702120638962233,35.54905436966712
1342238025,"V* EO Psc",23.39378286826493,"PACS70","70",0.0222937,0.00630997,7.12138,22.272062021372623,21.722549790787653
1342238095,"HD 8357",45.95862804303566,"PACS70","70",0.011841,0.00950433,0.275305,20.736806339864305,7.4200350936836665
1342239416,"V* AG Dor",34.18826795396892,"PACS70","70",0.00307847,0.00307847,0.0444666,61.87246375602672,-52.57224049847264
1342241422,"HD 183957",43.989108296785716,"PACS70","70",0.00248959,0.00248959,0.981567,292.90455107908406,11.723809122433464
1342242571,"HD 30957",37.60416353298637,"PACS70","70",0.00244885,0.00244885,1.156,74.1088548229871,64.40246364373982
1342242692,"HD 54371",25.194247649376695,"PACS70","70",0.0062242,0.0062242,2.14484,107.39698380531253,25.728051585669522
1342242703,"HD 60803",41.48947204646821,"PACS70","70",0.0135301,0.0135301,0.974709,114.14423187766587,5.862266198889564
1342243740,"HD 61994",29.11148826661465,"PACS70","70",0.00610452,0.00610452,0.0797324,116.87649236774931,70.20617397210371
1342247318,"V* AS Dra",43.00076541362436,"PACS70","70",0.0032293,0.0032293,1.42844,185.54341296378118,73.24912348304157
1342223909,"BD+20 307",119.98896101558657,"PACS70","70",0.029113,0.000918303,14.7962,28.709900863361597,21.306166966575105
1342233372,"UCAC2 10803089",5055.611729019211,"PACS70","70",0.028936,0.0000361535,26.904,122.57045690565789,-48.9414347000001
1342233374,"UCAC2 10803089",5055.611729019211,"PACS100","100",0.0159225,0.0000179045,29.4824,122.57045690565789,-48.9414347000001
1342237462,"BD+20 307",119.98896101558657,"PACS100","100",0.0105642,0.000453748,18.6801,28.709906645952742,21.306163822686262
1342225108,"GD 362",56.246133078350866,"PACS100","100",0.0000198164,0.000000211028,3.2165,262.8930845510827,37.08838329778965
1342250784,"HD 131835",133.65410318096764,"PACS70","70",0.655081,0.000871793,38.1756,224.22684691466762,-35.69554922979447
1342250868,"HD 131835",133.65410318096764,"PACS100","100",0.57481,0.000430198,38.5536,224.22684691466762,-35.69554922979447
1342265518,"CD-42 2906",88.86598121373157,"PACS70","70",0.000360712,0.000360712,0.397703,105.47246577500977,-42.46547236819746
1342265607,"CD-54 4320",41.633879986177554,"PACS70","70",0.00130467,0.00130467,1.36328,176.46510630335527,-55.34603664819499
1342267591,"CD-31 16041",49.61474153200399,"PACS70","70",0.00101038,0.00101038,0.822982,282.6854207015093,-31.796761222158395
1342267766,"CD-52 9381",34.05460997255199,"PACS70","70",0.00118558,0.00118558,0.78348,301.8495703360527,-51.79143458879294
1342269250,"CD-52 1363",134.04466368193883,"PACS70","70",0.00461008,0.000324676,4.86444,87.75489516034628,-52.636798560740374
1342269252,"HD 274561",102.37615045199071,"PACS70","70",0.000222863,0.000222863,2.45043,82.22967415398753,-45.582846575185016
1342269254,"HD 36329",72.46376811594203,"PACS70","70",0.0013959,0.0013959,0.482995,82.35053386553334,-34.51540003518469
1342269256,"CD-30 2310",67.00796054571283,"PACS70","70",0.000528384,0.000528384,1.79896,79.62119252643274,-30.025600691111112
1342269646,"HD 25402",52.00694812826993,"PACS70","70",0.00201131,0.00151145,2.97261,60.133605949772175,-41.74844081259306
1342269648,"CD-36 1785",87.76857182979919,"PACS70","70",0.000327552,0.000327552,2.2859,68.71173094598238,-35.789205315185164
1342269650,"BD-20 951",61.68574812475325,"PACS70","70",0.0142269,0.00104264,10.2892,73.2064850596778,-19.917193872220132
1342269652,"HD 32309",60.48252962131888,"PACS70","70",0.00768235,0.00768235,0.551851,75.35673162361863,-20.05197593777919
1342269654,"BD-19 1062",66.94112528031596,"PACS70","70",0.000592431,0.000592431,3.52431,74.88365957105682,-19.29496747925861
1342269656,"HD 48370",36.0719129656884,"PACS70","70",0.135393,0.0026353,34.847,100.75431995579893,-2.888962707397235
1342269658,"CD-43 3604",95.2662214558584,"PACS70","70",0.000520637,0.000520637,0.988889,117.20745787640548,-43.45144902333209
1342269660,"HD 51797",95.64893016671608,"PACS70","70",0.000662204,0.000662204,2.94622,104.09810669864153,-46.78189932074266
1342269662,"HD 35996",92.0700100356311,"PACS70","70",0.0018793,0.00105045,1.87338,81.60018026429736,-43.37570675740611
1342269664,"HD 32372",77.96723816652242,"PACS70","70",0.000666915,0.000666915,4.12701,75.2162686344143,-41.01849591703546
1342269666,"HD 31242",84.44590817351944,"PACS70","70",0.000492663,0.000492663,2.0875,72.97324406808691,-46.786982349999235
1342269668,"HD 272836",84.39103429651634,"PACS70","70",0.000437874,0.000437874,2.71208,73.27183051286929,-48.74403483592649
1342269672,"CD-78 24",49.76411808029938,"PACS70","70",0.000900705,0.000900705,1.45727,10.586044788618283,-77.7944822133344
1342269674,"CD-86 147",63.19794227499953,"PACS70","70",0.000876659,0.000876659,1.32204,351.9587481595663,-86.22201808333605
1342269686,"HD 168210",79.38145966628034,"PACS70","70",0.00136145,0.00136145,2.21333,274.96756449209585,-29.275958571484985
1342269779,"HD 67945",112.47202258438213,"PACS70","70",0.00117105,0.00117105,1.3308,122.41067374423316,-20.230453837038677
1342270953,"V* BW Phe",37.07163723178671,"PACS70","70",0.00258767,0.00258767,2.40054,14.23165186694979,-51.875471904073116
1342242723,"V* AT Mic",10.695187165775401,"PACS100","100",0.00889648,0.00889648,0.712518,310.4642539225471,-32.43647414557632
1342243051,"UCAC3 116-474938",55.46957771010489,"PACS100","100",0.000469307,0.000469307,2.3482,299.0123797164583,-32.12210484756425
1342267762,"HD 191849",6.1606247366332925,"PACS100","100",0.0212503,0.0111167,4.48561,303.47654572292777,-45.16460568053309
1342269242,"HD 358623",,"PACS100","100",0.000836428,0.000836428,-1.81367,314.01163449840107,-17.181834151857505
1342269827,"Wolf 918",11.80576215639329,"PACS100","100",0.00130758,0.00130758,0.171407,317.3253322570434,-13.309889296477142
1342269831,"CPD-72 2713",36.6614607392417,"PACS100","100",0.11161,0.000920756,11.3784,340.7050110355052,-71.70608271111372
1342269833,"2MASS J02543316-5108313",43.756207911997514,"PACS100","100",0.000503442,0.000503442,-0.0517121,43.6387393469227,-51.142097005925024
1342269835,"GSC 08903-00978",,"PACS100","100",0.00212768,0.000335078,1.98399,100.93894807004888,-64.410561373339
1342269837,"V* AP Col",8.665533792548855,"PACS100","100",0.00188406,0.00188406,2.81793,91.2174020358819,-34.558666860355906
1342269839,"Ross 614",4.115803904992429,"PACS100","100",0.00581991,0.00581991,-0.272304,97.3502463094811,-2.816530517857349
1342269849,"HD 147379",10.767693473916339,"PACS100","100",0.00481315,0.00481315,-1.65898,244.17334281256905,67.2391533866644
1342269851,"HD 173739",3.52176042942938,"PACS100","100",0.0123884,0.0123884,-0.208346,280.6849929218818,59.637029885120135
1342270784,"Wolf 920",16.79960756116737,"PACS100","100",0.000946513,0.000946513,0.415623,321.82035016254235,-6.845759703726309
1342252978,"CoRoT-10",341.65840992176027,"PACS100","100",0.0000091476,0.0000091476,1.27624,291.06368368588545,0.7460311539330094
1342253513,"2MASS J19461140+4456309",284.89216831429303,"PACS100","100",0.0000122312,0.0000122312,1.94559,296.54762434565697,44.94184398402871
1342256212,"2MASS J18575767+4238538",1013.6847440446021,"PACS100","100",0.00000688838,0.00000688838,2.01247,284.49031659804785,42.64826675020906
1342256215,"2MASS J19214502+4847307",577.6006469127245,"PACS100","100",0.00658481,0.00000382814,5.47022,290.4376098401308,48.79186402877316
1342257407,"2MASS J19275461+3731571",1108.03324099723,"PACS100","100",0.0000102868,0.0000102868,1.57644,291.9775409899715,37.532476503890344
1342257409,"2MASS J19404641+3932228",764.4675483525724,"PACS100","100",0.00000560162,0.00000560162,-1.22716,295.1933628415912,39.539690191944814
1342257738,"TYC 3145-1929-1",588.616163399847,"PACS100","100",0.000031937,0.000031937,2.20978,297.51904703757214,42.777061890555885
1342257740,"2MASS J19395364+4512492",492.90220820189273,"PACS100","100",0.00000683143,0.00000683143,1.08704,294.97352650839315,45.21368447666645
1342257742,"2MASS J19143308+4625172",1136.7511651699442,"PACS100","100",0.00531041,0.00000196829,4.40843,288.63782192842535,46.42139881916736
1342257744,"2MASS J18514696+4734295",664.3635397289396,"PACS100","100",0.000014074,0.000014074,-0.540026,282.94556337354646,47.574913114445245
1342257968,"2MASS J19491018+4958538",189.05021173623715,"PACS100","100",0.000023692,0.000023692,-1.18542,297.29253987569166,49.98173307990917
1342257970,"2MASS J19492623+4947511",1191.3271384322134,"PACS100","100",0.0000165521,0.0000165521,1.72676,297.35934049627093,49.79754311972226
1342259238,"2MASS J19145735+4645452",805.2826542116283,"PACS100","100",0.00000473637,0.00000473637,0.631551,288.73894939741683,46.76259101217626
1342259240,"2MASS J19490218+4650354",769.1716021844474,"PACS100","100",0.00000557817,0.00000557817,0.321023,297.2590757623817,46.84317117483635
1342259242,"2MASS J19453253+4814004",1482.3599169878446,"PACS100","100",0.00000289604,0.00000289604,3.30529,296.3855457641702,48.23342020692146
1342259244,"2MASS J19505673+4938137",467.79248725265467,"PACS100","100",0.00000751326,0.00000751326,2.16852,297.73636749891887,49.63711189421507
1342259254,"HAT-P-28",405.95948524337274,"PACS100","100",0.0060938,0.0000153501,7.0151,13.00089509454208,34.72840012034711
1342259362,"TYC 3121-1406-1",390.48771916123235,"PACS100","100",0.0000284942,0.0000284942,0.129386,287.6550147315189,39.24418872900279
1342259364,"2MASS J19203085+4001185",1285.1818532322322,"PACS100","100",0.00000152101,0.00000152101,3.5565,290.12859880723363,40.02181257909714
1342247696,"HD 13246",45.61003420752565,"PACS70","70",0.0222144,0.00271773,18.9878,31.859496120799903,-59.67949274293768
1342248663,"HD 24141",54.21817393190198,"PACS70","70",0.0092232,0.00553587,4.02433,58.430930764939504,57.97482738407941
1342249142,"V* IS Eri",38.70613143828114,"PACS70","70",0.00246217,0.00177441,0.288795,47.426525748884764,-9.580000812959742
1342249190,"HD 23763",127.54613981607847,"PACS70","70",0.00523629,0.00178163,2.42796,57.12547920326699,24.345361888520344
1342249984,"V* V1229 Tau",139.54786491766674,"PACS70","70",0.00491141,0.00161908,1.28343,56.87279510735126,24.288173602226088
1342250281,"HD 23267",149.83518130056936,"PACS100","100",0.0081029,0.000639943,4.99051,56.379544406669474,42.00681400036726
1342250326,"TYC 1290-1638-1",61.97015517326855,"PACS70","70",0.0264894,0.00741776,16.0144,76.95149072727747,20.41826862444471
1342252011,"G 139-21",14.648730760723238,"PACS100","100",0.0108427,0.000292461,9.59291,258.8309486514121,4.961253935141669
1342252011,"2MASS J17151894+0457496",14.648730760723238,"PACS100","100",0.0108427,0.000292461,9.59291,258.8309486514121,4.961253935141669
1342253029,"L 675-81",15.203483422121677,"PACS100","100",0.00123875,0.00123875,1.83306,130.24489779598136,-23.453405688622258
1342257175,"CD-30 8858",20.3898540086453,"PACS100","100",0.000753014,0.000729362,-1.34868,164.6438092963177,-31.14427477084127
1342257175,"2MASS J10583513-3108382",20.3898540086453,"PACS100","100",0.000753014,0.000729362,-1.34868,164.6438092963177,-31.14427477084127
1342265490,"HD 120534",86.83344476958746,"PACS100","100",0.104191,0.00118305,22.9606,207.667373912918,-31.206558303478918
1342265601,"CD-54 4621",113.28748966251658,"PACS100","100",0.00200331,0.000249742,-0.716577,183.14878042939569,-55.34095526286886
1342265609,"CD-52 5008",141.047702332929,"PACS100","100",0.0045257,0.000325814,2.57354,185.63829744551396,-53.563641073797356
1342269728,"HD 201219",37.89615695072363,"PACS100","100",0.0348389,0.00118003,13.1322,316.9862058114348,7.43289829629559
1342270737,"HD 205674",56.40253360180939,"PACS100","100",0.230706,0.00138962,20.3374,324.3381821608538,-18.441567240737122
1342270792,"HD 46375",29.578098009985567,"PACS100","100",0.00175652,0.00175652,1.5709,98.30300955866541,5.462565111117893
1342270804,"HD 57703",43.80662005642293,"PACS100","100",0.0261715,0.00212083,8.07577,110.7690446465125,18.273250351853545
1342270857,"HD 75616",35.82406087224423,"PACS100","100",0.0248548,0.00215594,6.27083,133.2751804562421,52.39035500740345
1342270868,"HD 164330",80.77609673745346,"PACS100","100",0.00137596,0.00137596,0.725894,269.08331920311815,62.61043323816171
1342270910,"BD+40 2208",32.67824347905651,"PACS100","100",0.00109729,0.00109729,-0.0651675,141.8687685854134,39.5043916296025
1342270918,"HD 165459",92.30797633223487,"PACS100","100",0.0152171,0.00088873,7.29663,270.6279945879966,58.62735715926248
1342270949,"HD 218340",56.1810377761298,"PACS100","100",0.0153074,0.000676314,5.82649,347.0524082250816,-63.6283927629624
1342270959,"HD 31392",25.765227249304342,"PACS100","100",0.0867157,0.00213284,5.06799,73.51811758336967,-35.40393696298557
1342270963,"HD 40540",88.29710208910943,"PACS100","100",0.100478,0.000717437,22.1642,89.46920858565896,-34.47617864444643
1342270967,"HD 54341",101.16747263419865,"PACS100","100",0.278444,0.00107136,34.5251,106.58725008879696,-43.61070032111182
1342270991,"V* V478 Hya",59.282796725218304,"PACS100","100",0.000559414,0.000559414,1.8107,125.70794630336249,1.859138433328247
1342271019,"HD 6798",80.700480167857,"PACS100","100",0.264027,0.00247448,34.5631,18.07202661098197,79.67394544074016
1342242647,"HD 202628",23.830971684039444,"PACS70","70",0.116729,0.00686233,10.4605,319.6147566089165,-43.33457379860981
1342242649,"HD 202628",23.830971684039444,"PACS100","100",0.154142,0.00338386,20.3032,319.6147566089165,-43.33457379860981
1342243119,"HD 61005",36.486096972748534,"PACS70","70",0.703544,0.00226911,32.5438,113.94753847794331,-32.2036483908244
1342249174,"HD 15115",49.00399382549678,"PACS70","70",0.465592,0.00388791,31.7035,36.56800231257767,6.292374462039185
1342257037,"HD 107146",27.471244474845957,"PACS70","70",0.730211,0.00507094,31.9769,184.77643212617463,16.5477590277888
1342202557,"2MASS J12073346-3932539",64.41555764548254,"PACS70","70",0.000669614,0.0000525249,5.74086,181.8892021563239,-39.548408081479444
1342218699,"2MASS J11081850-7730408",185.649308456326,"PACS70","70",0.000368884,0.000013654,0.744549,167.07658858484828,-77.51135542685176
1342221849,"2MASS J11020983-3430355",59.769290538521304,"PACS70","70",0.00054847,0.000053605,9.5944,165.5407230625301,-34.509925199746334
1342223468,"2MASS J11085090-7625135",192.7748004780815,"PACS70","70",0.00165352,0.0000823286,4.20353,167.21182299317957,-76.42046768624999
1342223470,"2MASS J11085497-7632410",194.65099077354301,"PACS70","70",0.0450428,0.000059875,30.8439,167.22869297699572,-76.54476685125006
1342223474,"2MASS J11095215-7639128",240.14216416118342,"PACS70","70",0.000692195,0.0000153955,2.89754,167.46693968797408,-76.65357919638885
1342223476,"2MASS J11114533-7636505",180.12825131493625,"PACS70","70",0.0000274412,0.00000616472,1.08968,167.93850450120172,-76.61398850624991
1342223478,"2MASS J11104141-7720480",204.22333864314012,"PACS70","70",0.000294875,0.0000117835,9.41716,167.67211683214032,-77.3466547506944
1342223480,"2MASS J11070369-7724307",,"PACS70","70",0.0242828,0.0000700581,17.6489,166.7653875,-77.40853056
1342223482,"2MASS J11071860-7732516",198.58212363723015,"PACS70","70",0.00885233,0.000589755,15.4255,166.82704929100564,-77.54765797513903
1342223486,"2MASS J11083952-7734166",179.32394871335066,"PACS70","70",0.000132916,0.000064268,10.9868,167.16424551823872,-77.5713140804168
1342223598,"2MASS J11291470-7546256",5685.048322910745,"PACS70","70",0.012817,0.000000444168,11.4394,172.31166238289856,-75.77376315685191
1342224202,"2MASS J13071806-7740529",199.33422369286583,"PACS70","70",0.000808972,0.000054686,4.83922,196.82489112895084,-77.68142355736036
1342224204,"2MASS J13082714-7743232",205.22924106226654,"PACS70","70",0.000277394,0.0000315707,6.28266,197.1129407708325,-77.7231633592594
1342224206,"2MASS J12580676-7709094",,"PACS70","70",0.00262153,0.000120039,4.68647,194.52784271,-77.15267982
1342226701,"2MASS J15445789-3423392",152.8935096705145,"PACS70","70",0.000799595,0.0000288358,4.23395,236.24114340772235,-34.39433971758987
1342226721,"2MASS J05382543-0242412",338.90263327346054,"PACS70","70",0.000094768,0.00000808958,2.08528,84.60599089168177,-2.7114655088890434
1342226723,"2MASS J05383388-0245078",349.9562554680665,"PACS70","70",0.000248493,0.0000112033,5.44666,84.641198328571,-2.752194306574204
1342226725,"2MASS J05384818-0244007",427.47830547599705,"PACS70","70",0.000175519,0.0000118715,-0.22804,84.70079785180965,-2.7335750256481512
1342226727,"2MASS J05385542-0241208",351.271603203597,"PACS70","70",0.0000970129,0.00000002176,1.5992,84.73095423482643,-2.6891288212036106
1342227011,"2MASS J04300724+2608207",116.05909729234125,"PACS70","70",0.0000317157,0.00000845993,1.85693,67.53021143770582,26.13901180676173
1342227013,"2MASS J04330945+2246487",148.98023032343607,"PACS70","70",0.000248401,0.0000883342,1.52609,68.28946662358054,22.78011891870652
1342227059,"2MASS J04242646+2649503",155.5137396388971,"PACS70","70",0.0038312,0.0000490858,8.55861,66.11029711161011,26.830567367129433
1342227132,"2MASS J15560104-2338081",139.87970345502868,"PACS70","70",0.000177748,0.0000181276,11.2556,239.0042705321814,-23.6356834554645
1342227134,"2MASS J15591135-2338002",139.94038539582138,"PACS70","70",0.000108201,0.0000126029,2.11276,239.7972584520107,-23.63351544046494
1342227136,"2MASS J16024575-2304509",95.87635784891803,"PACS70","70",0.00198288,0.0000671569,1.04241,240.6905606641432,-23.080933254447018
1342227138,"2MASS J15555600-2045187",145.64520827264784,"PACS70","70",0.0000236416,0.0000209909,13.201,238.9833040914502,-20.7552943427804
1342227140,"2MASS J16002669-2056316",162.29287371991498,"PACS70","70",0.000333857,0.0000215009,2.55564,240.11122489581464,-20.942173041760494
1342227142,"2MASS J16060391-2056443",137.14975381619192,"PACS70","70",0.00039258,0.0000277213,4.12825,241.51628136668253,-20.945750348517972
1342227146,"2MASS J16095852-2345186",156.88243230523045,"PACS70","70",0.00113121,0.0000580115,5.10726,242.49380785727118,-23.755277738520697
1342227813,"2MASS J16073773-3921388",174.39528435151115,"PACS70","70",0.000677228,0.0000342863,11.5683,241.90717678963046,-39.36083892680481
1342227815,"2MASS J16080175-3912316",,"PACS70","70",0.0000524262,0.00000137694,19.0404,242.00736359137278,-39.20877511333209
1342227819,"2MASS J16084747-3905087",,"PACS70","70",0.00287646,0.00000110076,4.33881,242.1979121,-39.08575721
1342227823,"2MASS J16085953-3856275",150.22909937654924,"PACS70","70",0.000503579,0.0000216232,8.78427,242.24803930372013,-38.94107578624696
1342227825,"2MASS J16081497-3857145",145.68976820757877,"PACS70","70",0.000255942,0.00000344831,30.6666,242.06236434774038,-38.954096295072034
1342227827,"2MASS J16183317-2517504",,"PACS70","70",0.00448915,0.000128703,2.49133,244.63810278380936,-25.29751723010708
1342227829,"2MASS J16100541-1919362",149.69163523142328,"PACS70","70",0.000121241,0.0000167983,3.51958,242.52252974788058,-19.326766006528924
1342227831,"2MASS J16033471-1829303",145.81935897809794,"PACS70","70",0.000312057,0.0000633021,3.0137,240.8945962406814,-18.4918851106249
1342227835,"2MASS J16193976-2145349",,"PACS70","70",0.0167061,0.000000359585,15.9545,244.91617017936613,-21.76032910960058
1342227837,"2MASS J16214199-2313432",138.9352006224297,"PACS70","70",0.0353146,0.000100374,25.3531,245.42495550814684,-23.228785610347323
1342227839,"2MASS J16224494-2317134",145.08523757707653,"PACS70","70",0.000182157,0.0000174314,1.85236,245.68726212725238,-23.287080341317903
1342227841,"2MASS J16274084-2429007",140.0285658274288,"PACS70","70",0.000770223,0.0000218684,1.03412,246.9201669472453,-24.48363673173357
1342227999,"2MASS J04305718+2556394",122.82145445166363,"PACS70","70",0.000123091,0.0000130195,0.599359,67.73836862743683,25.944247088544603
1342228363,"2MASS J05400453-0236421",634.3970056461334,"PACS70","70",0.000036299,0.00000474899,1.56616,85.0188896152968,-2.6116926919444365
1342228429,"2MASS J05392685-0236561",,"PACS70","70",0.0000200635,0.00000393378,0.977873,84.86191123,-2.61562172
1342228431,"2MASS J05390193-0235029",335.86350507153895,"PACS70","70",0.000390719,0.0000142775,8.14226,84.7580850865113,-2.584140985833301
1342267204,"2MASS J04141760+2806096",135.68521031207598,"PACS100","100",0.205613,0.0000453976,36.7361,63.57340765421499,28.102594746802637
1342267208,"2MASS J04155799+2746175",135.668642906565,"PACS100","100",0.014769,0.00107621,7.35091,63.991702360517344,27.77139135694287
1342267210,"2MASS J04230607+2801194",133.88135434378054,"PACS100","100",0.0353419,0.0000438971,17.4222,65.77536747870764,28.022000185419586
1342267212,"2MASS J04292165+2701259",,"PACS100","100",0.272423,0.00261573,36.5577,67.34027150214426,27.02368835388861
1342267214,"2MASS J04334465+2615005",173.2561765826952,"PACS100","100",0.117652,0.000590362,30.5222,68.43611133912185,26.25005551117859
1342267216,"2MASS J04382134+2609137",138.31449950898354,"PACS100","100",0.00903615,0.000429587,15.0319,69.58893497495903,26.15374445291324
1342267218,"2MASS J04390396+2544264",143.98848092152627,"PACS100","100",0.00204793,0.0000538082,8.72988,69.76653035327823,25.740573558468906
1342267220,"2MASS J04414825+2534304",136.16186923014078,"PACS100","100",0.00607402,0.0000278657,13.4917,70.45106961645185,25.575085932710017
1342228441,"2MASS J04141760+2806096",135.68521031207598,"PACS70","70",0.328274,0.0000912594,37.617,63.57340371524726,28.1026044626363
1342228864,"2MASS J04464260+2459034",154.25195514353146,"PACS70","70",0.000135991,0.000135991,0.153844,71.6776021202673,24.984187502363202
1342240750,"2MASS J04414489+2301513",120.42389210019267,"PACS70","70",0.000166001,0.0000173836,2.76863,70.43709916102868,23.030873715070275
1342241458,"2MASS J04034997+2620382",146.28223694796742,"PACS70","70",0.0000246182,0.0000246182,2.06265,60.95830589470117,26.343881913541875
1342241641,"2MASS J04163048+3037053",312.6172314617982,"PACS70","70",0.0000176945,0.0000176945,2.52329,64.12703575061188,30.618119859444132
1342241645,"2MASS J04155799+2746175",135.668642906565,"PACS70","70",0.0232652,0.00198491,13.8057,63.99169990613867,27.771398204720768
1342241874,"2MASS J04220007+1530248",,"PACS70","70",6.06401,0.0000232187,38.671,65.500315,15.506902
1342241876,"2MASS J04205273+1746415",116.97685028132932,"PACS70","70",0.0000976995,0.0000976995,0.0219919,65.2197557237247,17.778156856805634
1342241878,"2MASS J04221332+1934392",137.28720483250962,"PACS70","70",0.0000654766,0.0000654766,-0.605668,65.55551830181257,19.577530841528297
1342241884,"2MASS J04144730+2646264",128.47360509783266,"PACS70","70",0.157251,0.00110909,37.4815,63.69713088202953,26.77392688777871
1342241886,"2MASS J04183030+2743208",129.8937469150235,"PACS70","70",0.0000826959,0.0000826959,1.19353,64.62629249987687,27.722313326043743
1342241888,"2MASS J04190126+2802487",,"PACS70","70",0.0000472086,0.00000456831,0.412947,64.75536432589129,28.04661054708385
1342241890,"2MASS J04185813+2812234",89.7384125274824,"PACS70","70",0.995678,0.000262894,38.5592,64.74227497133556,28.20640672312521
